date,rba_rate,fed_rate
1/11/2017,1.5,1.157
1/12/2017,1.5,1.301612903
1/1/2018,1.5,1.414516129
1/2/2018,1.5,1.4175
1/3/2018,1.5,1.506129032
1/4/2018,1.5,1.692333333
1/5/2018,1.5,1.7
1/6/2018,1.5,1.819666667
1/7/2018,1.5,1.91
1/8/2018,1.5,1.91483871
1/9/2018,1.5,1.954666667
1/10/2018,1.5,2.187741935
1/11/2018,1.5,2.197666667
1/12/2018,1.5,2.274193548
1/1/2019,1.5,2.4
1/2/2019,1.5,2.4
1/3/2019,1.5,2.40516129
1/4/2019,1.5,2.423666667
1/5/2019,1.5,2.390967742
1/6/2019,1.28,2.377666667
1/7/2019,1.02,2.402903226
1/8/2019,1,2.125806452
1/9/2019,1,2.043
1/10/2019,0.76,1.829677419
1/11/2019,0.75,1.553333333
1/12/2019,0.75,1.550967742
1/1/2020,0.75,1.550645161
1/2/2020,0.75,1.583103448
1/3/2020,0.43,0.652258065
1/4/2020,0.25,0.049
1/5/2020,0.25,0.05
1/6/2020,0.25,0.077666667
1/7/2020,0.25,0.092580645
1/8/2020,0.25,0.09516129
1/9/2020,0.25,0.09
1/10/2020,0.25,0.09
1/11/2020,0.11,0.086333333
1/12/2020,0.1,0.09
1/1/2021,0.1,0.08516129
1/2/2021,0.1,0.075714286
1/3/2021,0.1,0.069677419
1/4/2021,0.1,0.069
1/5/2021,0.1,0.058064516
1/6/2021,0.1,0.078
1/7/2021,0.1,0.098064516
1/8/2021,0.1,0.092258065
1/9/2021,0.1,0.079333333
1/10/2021,0.1,0.079032258
1/11/2021,0.1,0.079666667
1/12/2021,0.1,0.079677419
1/1/2022,0.1,0.079354839
1/2/2022,0.1,0.08
1/3/2022,0.1,0.200967742
1/4/2022,0.1,0.33
1/5/2022,0.33,0.765483871
1/6/2022,0.73,1.205
1/7/2022,1.28,1.675806452
1/8/2022,1.81,2.33
1/9/2022,2.25,2.555
1/10/2022,2.58,3.08
1/11/2022,2.84,3.78
1/12/2022,3.05,4.104193548
1/1/2023,3.1,4.33
1/2/2023,3.29,4.57
1/3/2023,3.54,4.649032258
1/4/2023,3.6,4.83
1/5/2023,3.83,5.055806452
1/6/2023,4.05,5.076333333
1/7/2023,4.1,5.12
1/8/2023,4.1,5.33
1/9/2023,4.1,5.33
1/10/2023,4.1,5.33
1/11/2023,4.29,5.33
1/12/2023,4.35,5.33
1/1/2024,4.35,5.33
1/2/2024,4.35,5.33
1/3/2024,4.35,5.33
1/4/2024,4.35,5.33
1/5/2024,4.35,5.33
1/6/2024,4.35,5.33
1/7/2024,4.35,5.33
1/8/2024,4.35,5.33
1/9/2024,4.35,5.13
1/10/2024,4.35,4.83
1/11/2024,4.35,4.638333333
1/12/2024,4.35,4.47516129
1/1/2025,4.35,4.33
1/2/2025,4.25,4.33
1/3/2025,4.1,4.33
1/4/2025,4.1,4.33
1/5/2025,4.01,4.33
1/6/2025,3.85,4.33
